0.1644169807434082 down 1
0.10385870933532715 down 0
0.28821229934692383 A 1
0.12816667556762695 A 0
1.5594985485076904 X 1
0.18472790718078613 X 0
0.20740103721618652 X 1
0.13660550117492676 X 0
0.14398550987243652 X 1
0.11170458793640137 X 0
0.20016789436340332 X 1
0.10410737991333008 X 0
0.43206310272216797 X 1
0.17583227157592773 X 0
3.248019218444824 right 1
0.03226280212402344 down 1
0.6797151565551758 down 0
0.02323627471923828 right 0
0.28081178665161133 B 1
0.11937570571899414 B 0
0.4407668113708496 B 1
0.0951073169708252 B 0
0.37590575218200684 B 1
0.09661674499511719 B 0
0.6803700923919678 B 1
0.07983851432800293 B 0
2.4075493812561035 right 1
0.44011592864990234 up 1
0.08012127876281738 right 0
4.320181131362915 B 1
0.10371851921081543 B 0
0.3358957767486572 B 1
0.08786273002624512 B 0
0.11241459846496582 B 1
0.11170744895935059 B 0
0.11255288124084473 B 1
0.07930588722229004 B 0
0.18434858322143555 B 1
0.04784584045410156 B 0
0.1445636749267578 up 0
0.0553591251373291 B 1
0.0877828598022461 B 0
0.3207380771636963 B 1
0.0800325870513916 B 0
0.28748345375061035 B 1
0.10374736785888672 B 0
0.3120086193084717 B 1
0.12000012397766113 B 0
0.5286803245544434 B 1
0.10320568084716797 B 0
0.4965834617614746 up 1
0.1595008373260498 up 0
0.10608410835266113 up 1
0.054822683334350586 left 1
4.039383888244629 up 0
0.007973432540893555 left 0
0.0720071792602539 B 1
0.16021060943603516 B 0
1.1522774696350098 B 1
0.12731122970581055 B 0
0.7043764591217041 B 1
0.10356831550598145 B 0
0.5208191871643066 B 1
0.11962056159973145 B 0
0.1208191871643066 B 1
0.11962056159973145 B 0
0.584010124206543 up 1
1.128465175628662 right 1
2.1513864994049072 up 0
0.007846355438232422 down 1
2.352651357650757 up 1
0.023920297622680664 up 0
0.007581233978271484 right 0
0.1924142837524414 left 1
0.031507253646850586 up 0
0.1921701431274414 left 0
0.08034682273864746 down 1
0.16747570037841797 down 0
0.264725923538208 up 1
0.1680760383605957 right 1
0.12718582153320312 up 0
0.19222354888916016 right 0
0.0484311580657959 down 1
0.15136289596557617 left 1
0.007973194122314453 down 0
0.09577345848083496 left 0
0.1526322364807129 up 1
0.09577202796936035 right 1
0.015946388244628906 up 0
0.11987972259521484 right 0
0.19969749450683594 B 1
0.12044501304626465 B 0
0.46355295181274414 B 1
0.09653282165527344 B 0
0.5122466087341309 B 1
0.12767863273620605 B 0
0.6476356983184814 B 1
0.12007784843444824 B 0
0.5360372066497803 B 1
0.12010908126831055 B 0
0.6002068519592285 B 1
0.11966657638549805 B 0
0.5762622356414795 B 1
0.12798547744750977 B 0
0.5045468807220459 up 1
1.3440790176391602 left 1
2.5918421745300293 left 0
0.6802933216094971 left 1
0.5267810821533203 left 0
0.2481365203857422 up 0
0.1483738422393799 start 1
0.1718508243560791 start 0
